state,billID,link,year,title,status,lastAction,author,topics,summary
NJ,NJ A    4737,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4737&ciq=ncsl&client_md=0bb13bf934942b1d2e28e2f551b6057e&mode=current_text,2020,County Law Enforcement Mandatory Hiring Preferences,Pending - Assembly Law and Public Safety Committee,9/24/2020,['Houghtaling (D)'],['Standards'],"Establishes certain mandatory hiring preferences for county law enforcement officers, makes certain municipal law enforcement hiring preferences mandatory."
NJ,NJ A    4740,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4740&ciq=ncsl&client_md=25d10cae7c85e40bf59516d7d9a708fc&mode=current_text,2020,Membership of Police Training Commission,Pending - Assembly Law and Public Safety Committee,9/24/2020,['Downey (D)'],['Oversight'],Expands membership of Police Training Commission.
NJ,NJ A    4741,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4741&ciq=ncsl&client_md=8549c8bdb1d8fb4c3f8b0b3db327783c&mode=current_text,2020,Law Enforcement Minimum Educational Requirements,Pending - Assembly Law and Public Safety Committee,9/24/2020,['Downey (D)'],['Standards'],Establishes minimum educational requirements for county and municipal law enforcement officers.
NJ,NJ A    4765,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4765&ciq=ncsl&client_md=417e8499a82fb37e2d0f525edf11c3ac&mode=current_text,2020,Spitting in Law Enforcement Officers Food or Drink,Pending - Assembly Judiciary Committee,10/8/2020,"['Dancer (R)', 'Gove (R)']",['Other Issues'],"Clarifies spitting in law enforcement officer's food or drink constitutes aggravated assault, requires certain sanctions on restaurant employees who commit this crime."
NJ,NJ A    4885,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4885&ciq=ncsl&client_md=7fb1b0cb87dc6bdf9e8e6c85b2565eb7&mode=current_text,2020,Victim of Sexual Assault Police Report Issuance,Pending - Assembly Judiciary Committee,10/26/2020,"['Vainieri Huttle (D)', 'Lopez (D)']",['Other Issues'],"Requires law enforcement provide victim of sexual assault with police report, provides victim with option to review police report and submit corrective form."
NJ,NJ A    4889,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4889&ciq=ncsl&client_md=01f2d040115175954e69350c251d7e91&mode=current_text,2020,Sexual Violence Liaison Officer,Pending - Assembly Judiciary Committee,10/26/2020,['Vainieri Huttle (D)'],['Other Issues'],Establishes sexual violence liaison officer in Division of State Police and local police departments.
NJ,NJ A    4907,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4907&ciq=ncsl&client_md=963c3d146f222cc801c480f5cdea1375&mode=current_text,2020,Body Worn Camera Program Supplemental Appropriation,Enacted - Act No. 2020-142,12/23/2020 - Enacted,"['Wimberly (D)', 'Giblin (D)', 'Tucker (D)', 'Reynolds-Jackso (D)']","['Other Issues', ' Technology']",Makes supplemental appropriation of specified amount for NJ Statewide Body Worn Camera Program.
NJ,NJ A    4917,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4917&ciq=ncsl&client_md=59f9f225bc5e3543abb17def624e28ec&mode=current_text,2020,Law Enforcement Agency Reports Copy for Victim,Pending - Assembly Law and Public Safety Committee,11/5/2020,"['Greenwald (D)', 'McKnight (D)']",['Other Issues'],Requires law enforcement agency to provide copy of certain police reports to crime victims.
NJ,NJ A    4927,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4927&ciq=ncsl&client_md=3eaa8f314407f4d5fa5132adf5f924ba&mode=current_text,2020,New Jersey Law Enforcement Transparency Act of 2020,Pending - Assembly Law and Public Safety Committee,11/5/2020,['Bergen (R)'],['Oversight'],Relates to the New Jersey Law Enforcement Transparency Act of 2020.
NJ,NJ A    4960,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4960&ciq=ncsl&client_md=7569546e9db7ec869c522b67bc8f6d07&mode=current_text,2020,Law Enforcement Officer Administer Sedative Prohibition,Pending - Assembly Law and Public Safety Committee,11/12/2020,['McKnight (D)'],['Use of Force'],Prohibits law enforcement officer from administering anesthetic or sedative during arrest or traffic stop.
NJ,NJ A    4990,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4990&ciq=ncsl&client_md=19bf8e6f8abf74eca4ca6783ba8b0b30&mode=current_text,2020,Law Enforcement Budgets State Aid and Grants,Pending - Assembly State and Local Government Committee,11/16/2020,['Thomson (R)'],['Other Issues'],Prohibits State aid and grants to municipalities that reduce law enforcement budgets by certain amount.
NJ,NJ A    4995,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4995&ciq=ncsl&client_md=c80b3a93c39e15ac1712cf33bbdd778d&mode=current_text,2020,Criminal Justice Career Academies,Pending - Assembly Education Committee,11/16/2020,"['Chiaravalloti (D)', 'McKnight (D)', 'Rooney (R)']",['Other Issues'],Establishes pilot program in Department of Education to support establishment of criminal justice career academies in public high schools.
NJ,NJ A    4998,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4998&ciq=ncsl&client_md=23d631544eb8fe58758b33aa5607713a&mode=current_text,2020,Law Enforcement Pregnancy Policy,Pending - Assembly Women and Children Committee,11/16/2020,"['Murphy (D)', 'Vainieri Huttle (D)', 'Speight (D)']",['Other Issues'],Requires law enforcement agencies to adopt pregnancy policy for law enforcement officers.
NJ,NJ A    4999,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4999&ciq=ncsl&client_md=5c45f5aff5475ed1fe4c3c40a415a242&mode=current_text,2020,Body Worn Camera Program Supplemental Appropriation,Pending - Assembly Community Development and Affairs Committee,11/16/2020,"['Benson (D)', 'DeAngelo (D)']",['Technology'],Makes supplemental appropriation of a specified sum to certain law enforcement agencies for NJ Statewide Supplemental Body Worn Camera Program.
NM,NM H    4,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H4&ciq=ncsl&client_md=562236734bdbcb53a3148c2e8d11ebbd&mode=current_text,2021,Civil Rights Act,Enacted - Act No.  119,04/07/2021 - Enacted,"['Louis (D)', 'Egolf (D)', 'Roybal Caballer (D)']",['Use of Force'],"Relates to civil rights, enacts the New Mexico Civil Rights Act, permits an individual to bring a claim against a public body or person acting on behalf of or under the authority of a public body for a violation of the individual's rights, privileges or immunities arising pursuant to the bill of rights of the constitution of New Mexico, prohibits the use of the defense of qualified immunity, mandates attorney fees, limits recovery, provides a three-year statute of limitations."
NM,NM SJR  5,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000SJR5&ciq=ncsl&client_md=40f39632913d6c57a6f01e4f34b420ec&mode=current_text,2021,Force of Law,Failed - Adjourned - SENATE,1/19/2021,['Schmedes (R)'],['Use of Force'],Relates to prohibition of force of law.
NM,NM HM   13,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000HM13&ciq=ncsl&client_md=f2ec8d98bd49000c22fe6f8e88659828&mode=current_text,2021,Satellite Public Safety Training Center,Adopted - Adopted,03/18/2021 - Enacted,['Romero A (D)'],['Other Issues'],Relates to north New Mexico satellite public safety training center.
NM,NM H    61,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H61&ciq=ncsl&client_md=d03438893f22168713b92a2f3c8a2843&mode=current_text,2021,Reserve Police Officer Act,Failed - Adjourned - HOUSE,1/19/2021,['Rehm (R)'],"['Employment and Labor', ' Other Issues']","Relates to law enforcement, enacts the reserve police officer act, authorizes governmental entities to commission reserve police officers to assist police officers, defines powers and duties of reserve police officers, establishes qualifications of reserve police officers, provides for licensure of reserve police officers, requires training, amends sections of the peace officers', New Mexico mounted patrol members' and reserve police officers' survivors supplemental benefits act."
NM,NM S    105,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S105&ciq=ncsl&client_md=01dc7cb10a254392f7c236378d5ee3a7&mode=current_text,2021,Law Enforcement Assisted Diversion,Failed - Adjourned - SENATE,1/19/2021,['Rodriguez (D)'],['Other Issues'],Relates to law enforcement assisted diversion.
NM,NM H    156,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H156&ciq=ncsl&client_md=82e181a297486df16eb0dc44e5bde52e&mode=current_text,2021,Sex Crimes by Peace Officers,Failed - Adjourned - House Rules and Order Of Business Committee,3/1/2021,"['Barreras (I)', 'Montoya R (D)']","['Investigations and Discipline', ' Other Issues']",Relates to sex crimes by peace officers.
NM,NM S    182,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S182&ciq=ncsl&client_md=542bdbba3c0359cc6aa8afb48673f13c&mode=current_text,2021,Threatening a Public Official Crime,Failed - Adjourned - SENATE,1/31/2021,['Cervantes (D)'],['Officer Safety and Wellbeing'],Relates to threatening a public official crime.
NM,NM S    192,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S192&ciq=ncsl&client_md=76ea5f2440b8f74c52064724252d875a&mode=current_text,2021,Law Enforcement Disclosure of Evidence,Failed - Adjourned - HOUSE,3/18/2021,['Lopez (D)'],['Standards'],Relates to law enforcement disclosure of evidence.
NM,NM H    193,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H193&ciq=ncsl&client_md=1fe904e98153de9fd141d6ba6822d651&mode=current_text,2021,Extreme Risk Protection Order Changes,Failed - Adjourned - House Rules and Order Of Business Committee,2/16/2021,"['Ely (D)', 'Garratt (D)']","['Other Issues', ' Use of Force']","Relates to extreme risk firearm protection orders, amends the definition of reporting party, allows certain law enforcement officers to constitute a reports party pursuant to the extreme risk firearm protection order act, requires law enforcement to take possession of relinquished firearms under certain circumstances, changes reporting requirements, prohibits use in criminal proceedings of certain evidence establishing ownership or possession of firearms."
NM,NM S    220,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S220&ciq=ncsl&client_md=ab4b679adde46144eafe26f644c3014d&mode=current_text,2021,Exceptions for Body Cameras,Failed - Adjourned - House Consumer and Public Affairs Committee,3/13/2021,['Cervantes (D)'],['Technology'],Relates to exceptions for body cameras.
NM,NM S    227,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S227&ciq=ncsl&client_md=3c626afcca613a6a59a637f78221ceae&mode=current_text,2021,Inspection of Police Misconduct Investigation,Failed - Adjourned - SENATE,2/25/2021,['Lopez (D)'],['Investigations and Discipline'],"Relates to law enforcement, provides for the inspection of law enforcement misconduct investigations, requires reporting of officer-involved injuries or deaths, amends the crime of justifiable homicide by a public officer or public employee, enacts the law enforcement officer procedures act, regulates the use of physical force by officers, establishes a duty of officers to intervene, requires use of force policies, prescribes standards for serving search warrants."
NM,NM H    254,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H254&ciq=ncsl&client_md=2a89b568da8a65877e3151db27847909&mode=current_text,2021,Law Enforcement Use of Deadly Force Reporting,Failed - Adjourned - HOUSE,2/25/2021,['Roybal Caballer (D)'],"['Use of Force', ' Data and Transparency']","Relates to criminal procedure, provides a reporting mechanism and an assignment of a prosecutor following the use of deadly force by a peace officer results in great bodily harm or death, provides for an independent investigation."
NM,NM H    263,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H263&ciq=ncsl&client_md=edaadca7924735c1683ac7e34d12811a&mode=current_text,2021,Police Use of Force Reporting,Failed - Adjourned - House Judiciary Committee,2/9/2021,['Roybal Caballer (D)'],"['Use of Force', ' Standards']",Relates to police use of force reporting.
NM,NM S    267,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S267&ciq=ncsl&client_md=25f469eb253a4cecb9d2026986bba50f&mode=current_text,2021,Add Mounted Patrol to Law Enforcement,Failed - Adjourned - SENATE,2/1/2021,['Pirtle (R)'],"['Other Issues', ' Standards']",Relates to add mounted patrol to law enforcement.
NM,NM S    274,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S274&ciq=ncsl&client_md=f3a7f56b79d37cafc10b0df537002d06&mode=current_text,2021,Use of Deadly Force Reporting,Failed - Adjourned - SENATE,3/1/2021,"['Sedillo Lopez (D)', 'Ortiz y Pino (D)']","['Investigations and Discipline', ' Use of Force', ' Data and Transparency']","Relates to criminal procedure, provides a reporting mechanism and an assignment of a prosecutor following the use of deadly force by a peace officer resulting in great bodily harm or death, provides for an independent investigation."
NM,NM H    286,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000H286&ciq=ncsl&client_md=b23145e8a11246f6db027f19c2c3be6a&mode=current_text,2021,Law Enforcement Licensure,Failed - Adjourned - Senate Judiciary Committee,3/10/2021,['Maestas (D)'],"['Certification', ' Employment and Labor']","Relates to law enforcement, creates the law enforcement certification board, changes the entity responsible for police officer and telecommunicator certification suspensions, revocations and reinstatements from the law enforcement academy board to the law enforcement certification board, amends the composition of the law enforcement academy board, amends the powers and duties of the director of the law enforcement academy board."
NM,NM S    371,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S371&ciq=ncsl&client_md=f0a7861ce10e55640a39ec4ca73cf9be&mode=current_text,2021,Law Enforcement Mental Health Programs,Failed - Adjourned - Senate Finance Committee,2/11/2021,['Soules (D)'],['Officer Safety and Wellbeing'],Relates to law enforcement mental health programs.
NM,NM S    375,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S375&ciq=ncsl&client_md=c1fed0a5bebd2de015999be6038419b9&mode=current_text,2021,Officer Training and Certification,Vetoed - Vetoed by Governor,04/09/2021 - Vetoed,"['Munoz (D)', 'Ingle (R)']","['Training', ' Certification']","Relates to public safety, provides for new areas of emergency responder training, creates a law enforcement officer database, creates the law enforcement certification board, makes an appropriation."
NM,NM S    376,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2021000S376&ciq=ncsl&client_md=c57c449ab337f7bf378b7bc52283af71&mode=current_text,2021,Prohibit Defense of Qualified Immunity,Failed - Adjourned - Senate Judiciary Committee,2/11/2021,['Cervantes (D)'],['Use of Force'],Relates to prohibit defense of qualified immunity.
